"id","k","c1","c2","lt","unitVolume","initialStock"
36335,12.64,4.77,143.88,4,1.1535,165
36336,52.04,3.32,43.92,13,1.441,558
36337,7.61,10.78,172.85,3,12.6929,73
36338,18.03,12.24,995.93,4,1.2865,262
36339,9.64,5.58,47.46,6,4.5968,179
36340,9.14,6.28,59.54,5,1.7387,119
36341,3.06,13.68,443.21,3,23.7787,14
36342,8.45,6.58,43.3,6,3.6422,146
36343,1.47,10.34,602.7,4,38.0175,21
36344,8.96,3.04,93.78,7,3.2176,228
36345,1.45,2.15,184.05,5,1.2301,81
36346,2.02,7.23,656.61,6,7.9915,36
36347,6.58,3.72,81.55,4,2.3342,295
36348,1.43,1.68,43.49,2,3.3877,191
36349,16.23,6.02,30.74,5,0.2407,198
36350,112.31,8,759.64,15,0.0442,970
36351,8.06,8.18,553.83,3,2.0429,121
36352,17.55,13.39,359.18,5,0.9723,118
36353,74.79,5.79,511.46,7,0.1738,313
36354,19.05,5.62,92.59,6,2.8494,361
36355,1.87,1.03,19.82,8,1.4757,209
36356,6.71,8,775.77,3,8.3582,151
36357,11.45,1.53,53.15,14,1.7931,701
36358,9.39,9.92,503.37,3,7.4617,170
36359,8.56,6.1,226.61,5,2.5312,221
36360,11.06,12.39,512.91,5,5.6823,140
36361,5.39,5.09,118.54,4,4.9292,73
36362,2.63,9.71,83.68,4,2.3707,19
36363,8.07,3.72,137.72,4,0.8001,203
36364,37.38,7.11,106.99,9,1.5108,264
36365,0.7,1.47,30.1,4,5.8948,53
36366,24.25,8.61,40.32,9,6.9809,49
36367,2.06,5.19,22.56,4,12.7102,31
36368,31.91,6.09,273.74,7,2.1505,329
36369,10.74,7.44,83.13,5,2.3066,193
36370,8.43,5.8,86.26,4,2.0147,203
36371,2.68,3.42,23.26,3,0.3755,91
36372,11.88,8.4,159.13,6,2.6037,74
36373,1.79,2.65,137.78,4,5.6922,48
36374,28.29,11.32,535.73,4,2.1632,342
36375,4.82,4.12,160.84,6,0.2759,257
36376,3.55,10.01,192.59,5,9.2621,38
36377,0.46,1.74,116.59,6,3.3846,24
36378,19.73,4.78,412.09,11,0.2682,222
36379,9.46,6.41,278.85,4,1.2928,129
36380,1.85,3.01,189.14,5,6.2393,56
36381,5.9,9.64,655.39,6,8.4163,94
36382,1.78,1.41,56.39,3,3.8013,127
36383,15.11,1.77,50.86,8,1.0634,361
36384,17.55,12.13,893.09,5,1.2585,127
36385,3.47,6.03,297.8,4,5.0527,102
36386,15.01,11.75,423.21,3,0.4685,159
36387,6.46,2.34,96.44,3,0.51,435
36388,1.63,12.48,136.06,5,26.1968,23
36389,5.28,2.98,69.54,3,0.2621,80
36390,16.03,7.2,613.39,4,1.768,420
36391,4.53,2.61,22.04,4,2.8411,226
36392,2.39,2.4,155.88,3,0.4206,137
36393,9.72,6.54,202.46,6,0.2598,141
36394,13.15,4.15,202.76,6,5.8282,206
36395,13.96,2.68,198.48,14,2.0319,332
36396,3.88,4.19,17.67,6,1.5883,81
36397,19.86,8.5,707.51,5,2.3067,290
36398,4.79,2.22,50.99,5,1.6687,326
36399,32.53,11.17,69.14,9,4.7262,132
36400,4.98,3.14,58.72,4,0.8336,233
36401,247.73,10.47,238.22,10,0.7618,532
36402,5.38,12.69,907.22,4,1.4206,84
36403,4.33,12.25,128.24,3,17.9065,31
36404,4.92,2.85,228.45,5,0.9695,505
36405,8.7,4.18,228.25,3,1.2028,278
36406,87.88,7.7,271.14,8,2.4926,352
36407,17.26,10.04,528.82,9,4.3922,127
36408,62.71,12.31,1219.1,10,1.8967,526
36409,7.18,2.41,129.73,5,1.6219,508
36410,36.42,11.73,133.99,3,1.1647,170
36411,7.52,7.37,321.6,5,3.6427,230
36412,9.82,5.11,98.45,3,0.1101,113
36413,8.89,11.23,688.76,4,6.4694,71
36414,8.76,10.08,847.11,5,4.0614,180
36415,13.28,6.77,56.38,4,1.8976,235
36416,7.58,9.01,718.21,4,1.4184,134
36417,0.53,1.36,117.92,4,1.0223,82
36418,0.96,1.72,34.19,4,0.8163,117
36419,1.02,7.35,43.69,4,19.739,9
36420,16.86,6.82,124.4,4,2.1024,222
36421,1.42,2.28,194.16,5,8.4323,44
36422,5.84,7.24,191.35,3,3.1262,105
36423,4.97,1.43,142.2,6,0.9539,347
36424,10.31,4.11,20.04,5,1.6262,339
36425,17.3,9.47,759.91,4,3.2171,237
36426,12.5,3.61,118.81,7,0.1505,295
36427,32.01,11.53,233.43,11,2.7452,256
36428,16.53,7.87,37.45,6,0.0426,326
36429,7.87,13.1,186.52,3,5.2247,141
36430,22.09,11.22,388.63,8,3.1524,273
36431,0.19,1.18,42.85,5,22.2431,9
36432,23.01,9.16,599.36,4,2.2036,402
36433,8.89,7.6,145.6,14,2.568,63
36434,16.2,12.84,711,4,0.8973,230
36435,19.53,13.63,1267.66,4,1.7286,249
36436,2.71,1.31,39.21,6,4.3158,120
36437,63.68,11.69,173.45,8,1.659,269
36438,9.77,6.79,499.34,9,0.3694,170
36439,0.61,1.63,54.85,6,6.2315,61
36440,5.49,4.96,83.52,4,5.9904,69
36441,16.05,11.84,490.75,4,0.9033,174
36442,24.94,12.6,667.65,4,1.2941,358
36443,20.28,8.83,317.49,4,0.8719,196
36444,13.08,4.95,29.57,6,1.4102,392
36445,20.06,6.16,305.44,5,2.5546,262
36446,7.78,2.03,45.15,10,1.7772,278
36447,8.21,8.24,496.94,5,3.8196,264
36448,3.66,9.15,755.78,3,19.3937,26
36449,7.56,5.04,37.87,4,1.0387,149
36450,2.84,9.44,652.83,5,2.1337,37
36451,7.15,8.03,767.78,3,3.2859,134
36452,11.41,9.71,721.5,6,2.2927,276
36453,43.07,6.87,581.12,10,0.4995,659
36454,20.2,9.35,38.72,4,2.7229,249
36455,5.86,5.16,81.13,5,2.7053,144
36456,12.74,2.42,224.45,14,2.286,188
36457,54.34,2.75,36.75,9,0.0836,888
36458,13.5,5.3,163.74,3,0.2576,300
36459,0.76,1.68,120.24,4,7.6575,29
36460,32.04,10.33,581.38,4,0.2311,287
36461,16.7,9.73,350.45,5,0.5032,142
36462,1.55,6.73,87.72,6,7.4932,39
36463,1.42,10.02,203.99,4,9.4917,20
36464,1.2,1.1,16.94,6,0.8368,141
36465,8.35,8.23,430.09,4,3.145,223
36466,4.91,2.43,15.96,6,1.2588,225
36467,2.57,6.92,84.23,5,6.207,62
36468,50.56,3.48,128.96,9,0.0368,276
36469,11.45,7.98,479.99,4,0.528,111
36470,35.52,10.88,148.86,8,0.0836,434
36471,12.19,2.44,143.22,10,0.7241,513
36472,1.49,1.25,28.57,4,7.5195,145
36473,5.61,11.51,958.79,4,5.397,66
36474,108.89,11.73,378.42,11,0.2978,923
36475,1.28,3.48,70.66,3,7.6059,42
36476,92.54,12.65,553.44,9,1.017,426
36477,1.36,4.66,83.55,4,20.759,15
36478,24.47,10.17,690.68,4,1.2557,323
36479,29.74,12.93,358.42,3,1.0914,156
36480,5.7,4.65,402,4,1.6779,212
36481,39.31,10.25,96.89,4,1.8765,645
36482,31.75,10.05,653.24,8,2.0976,153
36483,11.49,6.92,450.29,4,0.2667,229
36484,3.86,5.88,457.57,5,3.4403,127
36485,180.79,9.52,281.9,9,0.3728,788
36486,14.19,6.03,242.92,4,1.7642,321
36487,14.6,7.44,224.08,6,1.9203,446
36488,5.18,1.97,162.7,10,0.8604,134
36489,2.63,10.2,104.79,5,22.4194,38
36490,9.46,8.01,258.97,3,3.0433,163
36491,1,7.44,54.81,3,14.4698,17
36492,6.06,9.38,473.18,4,4.5611,95
36493,2.48,2.37,88.65,5,5.0701,185
36494,2.63,1.87,49.4,3,5.2622,237
36495,19.89,7.26,70.49,4,1.6299,258
36496,3.51,10.1,203.98,3,12.2696,19
36497,25.51,12.17,187.63,3,3.2369,281
36498,5.93,4.56,378.81,4,3.1582,103
36499,9.63,3.77,89.02,5,0.6113,188
36500,5.1,2.19,188.9,7,0.2671,173
36501,37.94,10.2,773.05,5,2.3755,165
36502,22.38,9.74,338.61,8,4.6855,137
36503,9.09,11.03,801.35,3,1.6976,63
36504,24.84,7.22,35.45,4,0.4292,478
36505,6.63,2.33,114.31,6,0.6093,365
36506,76.73,11.3,734.6,10,0.2966,934
36507,13.81,11.24,725.32,4,3.0123,125
36508,8.99,3.86,35.77,6,1.2033,563
36509,8.35,6.02,473.32,5,0.6534,188
36510,3.6,6.11,181.78,3,0.192,160
36511,12.29,5.99,416.73,5,2.4312,234
36512,20.37,9.15,63.6,5,1.8115,452
36513,25.21,12.87,875.09,6,2.1868,298
36514,2.06,1.13,48.27,5,1.9773,184
36515,15.52,9.51,595.23,3,3.3579,161
36516,42.32,10.73,562.03,7,1.6432,425
36517,42.12,6.38,441.62,9,1.3077,216
36518,7.93,10.34,830.23,4,4.3086,45
36519,12.5,6.34,176.36,4,2.0638,166
36520,73.57,13.33,1073.59,10,1.2178,279
36521,10.51,12.12,900.24,5,1.5334,184
36522,0.87,2.31,167.25,5,1.8569,75
36523,11.62,10.41,117.6,4,4.7787,219
36524,7.55,11.36,303.27,3,2.1984,80
36525,2.66,2.82,47.77,4,0.58,156
36526,21.21,4.89,206.14,9,2.3949,424
36527,0.86,4.66,427.39,4,23.6221,12
36528,26.22,5.38,423.6,5,1.4372,265
36529,5.56,7.17,141.3,4,2.2767,135
36530,10.57,3.69,17.53,4,2.1323,394
36531,0.91,6.21,38.38,5,3.484,11
36532,3.21,9.71,207.32,4,21.3619,35
36533,25.42,11.54,713.98,3,4.1149,75
36534,3.16,1.76,83.18,6,2.8039,202
36535,17.37,7.22,45.27,4,4.6272,104
36536,10.72,7.8,682.09,4,2.615,97
36537,4.37,1.73,124.12,7,2.7001,194
36538,35.16,8.26,360.17,8,1.433,355
36539,1.13,5.69,240.39,4,7.6542,17
36540,13.86,4.7,284.02,8,2.0214,163
36541,39.31,13.98,171.91,5,1.642,244
36542,1.66,1.88,134.33,4,0.2557,139
36543,15.02,5.23,273.38,3,1.6391,113
36544,67.39,8.06,98.06,9,0.9565,728
36545,2.32,9.18,152.75,4,18.4479,16
36546,70.98,12.02,437.8,5,0.3785,598
36547,16.47,12.18,58.19,4,4.3365,95
36548,3.18,5.89,271.89,5,3.5733,184
36549,2.62,3.96,158.48,4,9.0423,100
36550,1.05,3.9,119.89,4,32.0789,18
36551,3.61,7.71,242.7,4,7.0127,47
36552,1.52,4.32,396.54,5,8.7074,42
36553,10.83,3.55,147.1,3,0.0893,343
36554,0.99,2.86,116.65,3,9.6642,46
36555,4.51,2.11,9.55,4,2.4583,157
36556,4.44,3.39,286.92,4,4.5731,156
36557,16.13,6.33,117.76,4,1.3992,170
36558,16.89,8.3,786.19,3,2.6546,244
36559,20.56,9.59,61.41,4,1.8749,148
36560,5.9,12.06,514.69,5,4.6643,72
36561,8.37,3.49,155.21,4,0.4328,300
36562,19.43,13.62,755.7,3,6.1948,178
36563,0.54,6.29,268.72,3,32.5299,21
36564,8.03,6.53,109.53,3,4.1296,100
36565,15.04,7.79,316.2,4,0.819,178
36566,3.22,5.39,126.9,6,4.3433,98
36567,20.1,8.54,608.69,6,1.8206,203
36568,5.82,10.43,107.43,3,3.2056,111
36569,54.89,12.77,334.27,3,1.1982,374
36570,4.5,1.33,14.77,8,0.5543,305
36571,8.17,6.91,184.89,3,0.2075,152
36572,11.04,5.34,146.57,5,1.4175,262
36573,1.21,1.02,37.98,4,11.2861,100
36574,2.64,3.04,278.08,3,1.6792,45
36575,4.19,11.37,376.49,4,3.9374,63
36576,1.73,2.13,117.71,6,0.7357,136
36577,1.69,1.98,34.9,3,2.0505,192
36578,13.18,10.19,616.65,4,2.3114,167
36579,8.65,7.06,275.56,4,3.5751,204
36580,9.66,5.17,28.64,5,1.798,181
36581,4.87,5.4,88.12,5,2.3572,110
36582,19.75,8.91,92.05,4,0.8947,91
36583,1.35,9.74,89.16,4,22.291,16
36584,20.62,13.87,1334.97,4,0.5459,223
36585,19.39,3.63,93.18,5,0.6508,304
36586,3.06,2.69,182.66,4,0.4684,115
36587,10.32,6.91,687,4,2.1759,252
36588,16.05,8.43,131.52,4,2.5224,229
36589,1.52,10.38,171.13,2,8.6934,8
36590,30.39,11.32,835.56,5,2.4566,131
36591,7.78,9.71,310.49,4,0.4618,70
36592,4.75,7.83,202.75,3,1.0756,78
36593,46.87,6.72,116.09,6,0.9306,413
36594,9.99,11.22,1061.81,7,9.5201,61
36595,111.42,5.5,289.42,9,0.7955,572
36596,3.41,1.11,36.33,5,0.891,646
36597,32.35,5.46,155.09,7,2.7847,495
36598,11.39,4.81,40.04,4,0.9227,403
36599,2.74,7.06,186.03,3,16.6016,35
36600,2.18,1.17,45.01,6,0.9564,170
36601,4.74,3.9,252.71,5,2.585,132
36602,13.96,2.71,265.34,5,1.3392,289
36603,5.14,8.16,578.95,6,3.0158,162
36604,37.53,12.4,1138.34,4,0.7552,316
36605,4.31,7.27,679.6,6,6.5349,141
36606,3.92,4.35,237.55,3,5.4776,96
36607,9.46,7.3,170.28,3,7.6767,106
36608,3.2,4.72,28.22,3,0.2219,84
36609,2.09,1.39,95.57,5,8.1444,156
36610,2.3,3.06,75.21,7,0.9652,61
36611,219.59,9.75,286.64,10,0.3608,394
36612,7.27,13.07,75.21,6,11.7437,51
36613,4.36,3.05,20.76,10,3.3743,188
36614,11.21,8.12,743.13,5,2.0574,147
36615,14.03,5.16,285.1,6,3.8177,235
36616,4.26,4.8,453.71,3,1.1564,115
36617,33.58,13.89,126.41,5,1.5414,292
36618,75.48,7.73,73.63,17,1.3896,690
36619,22.03,5.25,347.02,7,1.2216,321
36620,2.92,4.75,324.88,4,2.625,35
36621,14.3,13.25,149.97,3,2.5094,315
36622,5.18,3.63,270.65,4,2.7667,175
36623,6.24,2.62,245.73,3,2.4705,248
36624,14.75,9.31,802.46,5,3.3372,225
36625,4.15,2.23,16.77,5,1.9344,216
36626,6.02,3.49,234.23,6,0.6508,179
36627,19.76,11.64,60.51,4,2.0283,371
36628,10.3,11.83,62.4,4,0.4223,64
36629,18.13,7.31,312.13,5,1.682,558
36630,2.34,9.48,50.05,4,4.6889,16
36631,6.12,5,102.52,4,1.2892,179
36632,1.4,1.96,145.34,5,4.8687,106
36633,3,1.96,24.59,5,1.5271,265
36634,22.31,11.27,419.36,4,3.7053,334
36635,25.42,11.46,91.36,3,0.2849,119
36636,12.95,6.47,204.79,4,1.2982,355
36637,20.11,11.05,550.41,4,1.6864,288
36638,9.42,8.22,178.49,5,2.5198,101
36639,8.83,1.91,30.41,10,0.1912,392
36640,7.53,4.03,81.85,6,0.1309,274
36641,3.18,9.19,54.6,5,15.336,48
36642,14.85,9.88,419.42,4,3.5542,248
36643,17.75,8.2,154.62,3,0.4804,106
36644,5.98,3.49,61.8,4,2.0581,185
36645,7.14,4.23,377.45,5,1.5589,101
36646,9.29,11.05,361.63,3,0.6503,276
36647,49.14,13.88,84.49,5,2.6091,313
36648,7.87,5.98,257.64,5,4.1677,126
36649,81.83,3.73,15.24,17,0.1552,1207
36650,5.41,8.68,656.69,4,11.6757,56
36651,3.89,2.84,199.7,4,4.5941,62
36652,5.22,10.68,285.49,4,9.7501,99
36653,4.95,2.8,149,4,1.9908,153
36654,5.62,13,1292.97,3,3.2102,70
36655,13.22,3.31,297.84,8,0.5454,491
36656,11.17,7,460.78,6,1.9038,220
36657,2.29,5.97,285.62,7,25.1233,26
36658,5.95,7.05,204.52,3,6.7894,41
36659,20.26,11.67,576.8,6,1.3312,327
36660,5.08,3.72,354.37,3,5.4418,107
36661,16.94,9.45,342.76,4,0.1804,230
36662,11.11,6.76,580.15,4,0.836,511
36663,6.43,7.76,222.95,4,1.7146,97
36664,4.7,2.3,61,10,11.329,95
36665,9.31,5.2,277.08,3,2.5964,130
36666,10.59,4.26,37.95,10,0.2832,196
36667,4.22,5.52,379.76,4,2.0439,220
36668,4.96,2.8,39.48,4,0.2604,298
36669,19.57,11.52,132.98,3,2.6144,169
36670,39.63,4.81,261.85,8,1.8966,316
36671,1.04,2.13,144.62,7,3.5439,47
36672,10.59,9.44,661.36,5,0.2049,133
36673,24.83,11.73,1009.86,4,3.1631,285
36674,71.87,5.95,424.01,11,0.0475,1033
36675,57.56,11.07,188.74,10,1.4455,437
36676,1.08,2,161.6,5,17.1174,15
36677,10.39,12.26,460.38,3,1.7748,127
36678,1.35,7.95,473.99,4,11.7316,39
36679,15.52,2.7,137.85,11,2.7181,328
36680,3.58,13.34,1181.44,4,16.5527,37
36681,1.82,1.05,39.53,5,1.9049,361
36682,11.1,3.83,365.84,7,1.6644,315
36683,3.75,7.41,224.66,5,23.0094,37
36684,30.88,4.01,261.36,14,1.1371,459
36685,4.41,1.99,148.12,3,0.2392,206
36686,26.07,8.38,436.94,7,0.5817,342
36687,23.13,9.69,438.31,3,3.4467,113
36688,38.24,2.21,48.1,15,0.3234,1093
36689,2.74,9.5,331.16,3,9.5001,47
36690,4.79,5.3,186.53,6,1.1244,46
36691,71.94,8.81,41.57,7,1.2617,414
36692,15.37,11,124.71,4,2.5538,269
36693,0.63,1.42,56.45,4,0.5234,112
36694,27.56,7.43,285.96,7,1.0971,331
36695,32.13,11.4,47.93,5,0.9264,309
36696,1.92,3.99,46.19,6,0.2311,63
36697,2.86,5.58,365.21,4,6.5316,44
36698,125.18,12.36,471.04,10,0.5534,417
36699,0.28,1.42,13.67,4,14.5829,34
36700,1.8,2.34,144.1,5,5.0817,108
36701,10.84,10.95,152.1,6,3.0437,92
36702,32.02,2.87,16.24,5,0.0748,922
36703,42.16,13.41,853.22,4,0.1919,504
36704,2.16,9.62,625.87,5,4.9298,24
36705,2.33,2.17,31.88,5,1.2746,249
36706,6.66,3.04,96.35,10,2.7579,175
36707,1.25,13.44,538.07,3,13.278,22
36708,5.06,2.46,191.27,4,1.1263,180
36709,11.34,5.01,115.6,5,1.6437,241
36710,24.84,11.72,273.24,7,2.4278,114
36711,101.17,11.55,216.57,6,1.6829,491
36712,26.35,12.82,1037.74,4,0.1437,405
36713,128.95,10.03,72.43,12,1.19,312
36714,12.75,10.64,755.27,6,1.6187,254
36715,4.38,5.57,452.56,3,9.2034,145
36716,3.5,5.93,371.4,5,5.0803,78
36717,2.59,1.98,32.9,4,1.912,137
36718,11.5,9.08,317.38,5,2.2406,239
36719,211.46,13.37,1089.39,8,0.6956,559
36720,9.3,12.03,1061.99,6,5.7081,186
36721,4.23,13.83,103.06,6,15.0184,65
36722,11.07,6.95,358.28,5,3.5356,138
36723,1.34,4.36,47.61,3,9.3733,66
36724,117.54,12.96,974.21,11,1.2572,175
36725,82.78,4.61,379.35,14,0.4181,1378
36726,24.64,11.83,571.33,4,1.6458,151
36727,2.16,10.42,679.59,3,37.9509,30
36728,1.89,2.36,186.48,7,0.8831,132
36729,0.99,4.29,40.72,5,9.7827,30
36730,1.66,3.25,144.71,5,17.6378,39
36731,1.46,10.55,967.37,5,30.6625,11
36732,1.66,4.69,159.08,5,13.7654,40
36733,10.05,8.57,351.1,5,0.6285,157
36734,0.63,4.46,395.36,6,29.3848,29
36735,60.59,3.73,32.8,10,0.0207,287
36736,16.15,6.88,416.22,4,1.4047,437
36737,34.94,5.4,203.98,7,1.2321,431
36738,8.11,6.19,154.93,4,1.374,155
36739,2.59,3.92,249.02,5,3.3708,63
36740,37.6,13.74,689.67,4,0.809,385
36741,4.36,3.92,116.62,6,0.9039,277
36742,330.91,11.87,537.43,9,0.8466,1073
36743,2.77,4.96,112.9,3,2.8988,49
36744,14.83,10.96,64.11,4,3.4066,258
36745,55.23,13.49,984.71,6,1.3627,141
36746,19.23,10.56,914.94,3,1.0571,265
36747,2.53,10.88,132.25,3,0.4923,30
36748,4.32,1.12,30.89,6,1.7802,290
36749,9.69,4.48,88.62,4,0.3519,219
36750,26.63,6.76,157.79,7,1.7565,245
36751,32.38,8.69,398.87,5,1.8179,262
36752,3.77,12.41,538.43,3,9.7994,23
36753,13.88,3.36,38.51,6,1.786,218
36754,0.22,1.68,111.43,3,10.6178,16
36755,17.97,13.03,1114.19,2,2.441,285
36756,20.36,10.19,540.09,3,1.2766,240
36757,28.93,8.58,731.04,4,0.4829,313
36758,9.59,7.93,71.51,4,2.2253,115
36759,9.13,6.66,201.15,5,3.0904,189
36760,5.5,6.57,405.54,4,3.8346,201
36761,15.98,8.68,636.89,4,2.1064,247
36762,57.42,10.19,520.68,11,0.078,502
36763,14.97,10.15,376.8,5,2.768,237
36764,6.17,5.63,243.38,4,0.8081,141
36765,1.01,2.94,40.62,4,8.8953,38
36766,16.53,8.81,454.89,6,4.613,81
36767,7.18,4.23,79.34,5,0.6174,144
36768,2.52,3.2,141.54,3,5.8472,94
36769,1.68,2.29,46.71,4,4.7977,54
36770,41.48,12.92,134.81,6,0.1613,429
36771,115.33,12.68,475.16,13,0.7439,363
36772,39.69,11.42,397.93,5,0.9036,192
36773,5.91,8.36,138.31,4,4.9801,129
36774,19.52,8.27,341.89,6,1.6984,331
36775,18.09,5.19,182.3,5,1.5311,367
36776,1.06,1.33,70.4,5,4.643,87
36777,3.97,13.93,113.31,3,5.8474,61
36778,37.1,3.6,17.19,7,0.7071,750
36779,4.57,2.47,21.61,5,1.4424,213
36780,19.88,12.04,251.78,4,2.8876,182
36781,1.29,7.78,37.81,4,2.5516,49
36782,14.39,3.96,16.55,7,3.7389,235
36783,5.39,2.35,234.36,5,1.8132,351
36784,4.74,8.87,380.69,5,4.7932,141
36785,10.73,11.12,133.45,6,3.5097,298
36786,10.9,9.35,425.29,3,0.8574,255
36787,26.63,11.79,228.33,5,0.8801,627
36788,2.32,3.37,52.17,6,2.9228,148
36789,6.37,11.43,222.65,6,5.4531,91
36790,31.75,6.46,70.85,12,1.8355,420
36791,4.37,5.71,360.27,4,5.6114,92
36792,29.42,11.22,752.28,5,0.2868,451
36793,28.57,11.25,1083.76,4,1.6175,497
36794,4.81,1.3,53.19,3,0.3984,211
36795,2.56,4.8,26.23,6,4.8363,42
36796,3.44,8.09,34.6,9,15.5277,44
36797,5.31,11.83,226.59,3,16.2747,22
36798,12.38,10.08,93.19,4,4.9149,99
36799,2.41,12.63,495.1,5,12.2601,13
36800,18.04,11.42,857.13,4,3.6229,111
36801,5.76,9.08,729.13,6,3.5554,76
36802,2.77,5.32,174.78,5,2.1317,57
36803,6.85,13.39,1078.56,10,13.1371,45
36804,17.58,13.3,526.56,4,0.6384,188
36805,2.6,12.06,537.85,3,8.6738,28
36806,16.63,12.18,1173.75,4,0.7277,118
36807,53.68,12.24,1058.42,7,0.6069,648
36808,1.82,1.59,46.53,6,2.5572,194
36809,3.73,10.55,859.91,4,8.6415,91
36810,7.9,3.96,161.82,4,1.4364,445
36811,9.61,12.73,804.98,3,7.1721,38
36812,4.88,3.51,84.98,4,2.6926,82
36813,23.16,13.86,149.32,5,1.2857,134
36814,15.09,12.48,442.56,5,1.9691,232
36815,22.57,6.45,341.91,7,0.5963,465
36816,6.51,4.34,65.46,4,3.5378,313
36817,4.59,5.07,404.17,4,2.2623,188
36818,1.56,11.85,649.79,3,35.4625,38
36819,36.68,12.36,292.86,6,0.9043,489
36820,16.24,12.42,582.71,4,3.3193,191
36821,38.25,13.01,783.86,7,1.6008,115
36822,2.37,10.74,320.72,3,9.2047,59
36823,10.23,5.03,324.09,5,1.3632,259
36824,1.76,9.62,625.77,6,21.5208,15
36825,9.4,10.73,102.42,4,1.5644,165
36826,53.07,10.89,189.42,9,0.1942,384
36827,10.75,3.21,18.5,7,0.912,300
36828,10.15,7.69,439.91,4,0.9967,162
36829,25.72,4.64,150.97,6,1.5597,240
36830,28.08,9.11,63.02,6,0.5182,289
36831,20.26,12.39,255.77,4,3.4136,134
36832,2.81,9.53,135.57,4,11.5886,39
36833,14.48,7.71,362.3,3,3.9388,239
36834,24.66,3.14,67.67,6,0.0591,608
36835,15.71,12.58,1002.94,4,4.2273,166
36836,1.25,5.44,343.94,4,6.5843,11
36837,8.35,13.24,206.35,4,5.6287,56
36838,10.16,5.2,394.56,4,1.1613,278
36839,20.76,4.12,29.7,10,2.2807,153
36840,10.72,1.52,16.32,7,2.4401,319
36841,44.58,9.98,168.76,6,0.0758,791
36842,3.44,10.21,161.25,4,6.2206,28
36843,15.63,1.84,164.64,10,0.7553,901
36844,0.81,1.98,182.05,4,6.8126,89
36845,2.44,2.75,99.44,4,5.5302,65
36846,6.06,5.3,334,3,6.1797,64
36847,18.03,5.39,483.03,10,2.0422,125
36848,0.67,7.99,559.9,4,41.1892,11
36849,5.58,3.21,87.94,4,1.6846,135
36850,6.31,13.87,761.89,5,9.2916,75
36851,56.84,6.98,611.94,12,1.7243,448
36852,3.92,8.47,419.47,5,0.5276,65
36853,22.36,9.66,324.91,8,3.4612,88
36854,2.06,7.04,587.99,6,1.175,32
36855,4.03,6.26,61.59,6,2.9081,150
36856,7.87,8.71,843.42,6,1.5315,216
36857,3.36,1.68,60.82,6,3.8601,226
36858,4.8,5.79,354.99,4,1.1909,118
36859,17.3,5.93,34.29,10,2.6868,119
36860,6.99,13.77,708.76,6,4.4029,112
36861,108.37,6.86,61.46,7,0.0281,405
36862,2.67,1.21,5.35,4,2.6444,261
36863,7.67,3.28,244.43,3,0.8467,319
36864,9.26,7.08,448.89,6,3.2648,96
36865,2.29,1.83,52.03,4,0.9458,285
36866,117.83,10.24,679.37,12,0.1857,483
36867,142.06,6.01,416.88,9,0.5746,523
36868,8.13,7.47,237.16,3,6.3277,131
36869,14.48,11.54,89.67,3,2.6106,132
36870,11.4,7.94,83.82,4,3.2763,264
36871,6.26,4.65,78.96,3,3.7605,167
36872,4.77,9.58,404.91,5,0.6388,183
36873,5.35,12.04,1115.6,4,3.351,54
36874,15.72,4.17,363.84,11,2.0952,254
36875,1.68,2.31,149.4,4,2.4529,135
36876,19.01,9.86,148.15,4,1.7242,314
36877,23.8,8.02,326.23,5,0.4209,209
36878,8.71,12.99,686.86,6,3.2802,97
36879,4.02,2.33,228.25,3,2.673,151
36880,15.57,9.29,68.07,3,3.3013,71
36881,10.92,7.63,304.91,5,2.7003,143
36882,3.58,4.61,204.65,4,3.7761,228
36883,16.46,10.06,132.04,9,4.9366,77
36884,9.12,4.91,290.29,5,0.5977,152
36885,13.7,7.73,540.75,4,2.2968,273
36886,2,10.74,344.08,5,8.7787,23
36887,5.52,2.47,40.36,4,2.594,324
36888,33.58,12.77,1071.02,4,1.7624,277
36889,1.09,4.83,20.55,6,11.6151,52
36890,7.62,12.53,1248.53,5,3.4309,93
36891,16.32,13.4,644.44,4,0.4319,124
36892,11.84,7.18,156.89,5,3.7739,100
36893,7.4,5.1,123.8,4,0.7325,198
36894,24.34,12.06,332.62,5,2.4815,189
36895,103.77,11.63,1133.32,8,0.0498,571
36896,45.6,9.6,673.27,9,0.3038,201
36897,21.52,10.75,312.75,4,1.7771,100
36898,4.01,5.64,176.03,3,1.9366,70
36899,11.34,2.71,20.47,5,1.2793,210
36900,1.22,4.98,88.3,4,20.9868,50
36901,9.01,4.05,27.53,9,11.0473,90
36902,3.9,8.55,41.9,6,1.6987,75
36903,13,10.32,673.34,6,2.3766,119
36904,16.76,13.52,987.32,9,5.9469,85
36905,8.58,4.12,19.56,5,1.0443,309
36906,3.33,2.85,12.26,4,2.5062,130
36907,0.72,1.22,30.03,6,3.2947,96
36908,10.26,11.55,424.8,4,1.0247,218
36909,6.91,3.79,94.76,6,0.7933,405
36910,4.24,7.56,42.44,5,4.4939,85
36911,15.15,8.3,195.48,5,3.5208,83
36912,11.16,1.21,43.09,11,2.0323,620
36913,11.99,5.13,301.18,6,0.7144,456
36914,4.28,4.34,421.19,3,1.6705,89
36915,15.63,11.58,1108.13,4,2.5189,267
36916,3.91,1.86,36.74,4,1.0333,244
36917,9.7,10.71,103.24,3,3.0253,100
36918,6.66,2.07,87.46,7,0.0437,426
